Location,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
United States,2.9,3,3.3,4.1,4.5,4.7,5.1,5.9,6.1,6.4,6.6,6.8,7.3,7.4,7.9,9,10.4,13.3,14.9
